p_val,avg_log2FC,pct.1,pct.2,p_val_adj,marker,celltype,de
2.55814279212214e-60,-1.90836174754259,0.013,0.063,9.76596592320549e-56,DUSP4,In,Down reg
2.24314912004369e-58,-1.21789366153323,0.021,0.078,8.56344608067879e-54,SPRED3,In,Down reg
3.49290506824293e-58,-1.42290526491449,0.023,0.08,1.33345143885242e-53,HSPA1B,In,Down reg
8.1164189472864e-56,-0.61241715040206,0.07,0.152,3.09852409731606e-51,FBXO45,In,Down reg
4.72977800558078e-55,-0.79023302424372,0.061,0.137,1.80564005141052e-50,COPS7A,In,Down reg
1.98547859289789e-53,-0.631380677199161,0.098,0.186,7.579763076247e-49,NOTCH2,In,Down reg
3.59930503087741e-53,-0.665568241715276,0.056,0.129,1.37407068858776e-48,NDUFB11,In,Down reg
1.86981939291614e-51,-0.753003358884142,0.063,0.137,7.13822251439666e-47,PRDX5,In,Down reg
5.1653190764298e-51,-0.675850409218405,0.047,0.114,1.97191221061784e-46,GADD45GIP1,In,Down reg
5.26192899576e-51,-0.77933285742094,0.047,0.113,2.00879401342134e-46,NMU,In,Down reg
7.84563364030377e-51,-3.15869635140552,0.004,0.039,2.99514909852237e-46,EGR1,In,Down reg
1.41372812409523e-50,-0.88724080003812,0.059,0.129,5.39704848654596e-46,LBH,In,Down reg
1.4220150753066e-50,-0.606883178067574,0.068,0.143,5.42868475149046e-46,ATP6V1G2,In,Down reg
1.77614269775581e-50,-0.788531963609277,0.058,0.128,6.78060236295257e-46,SHROOM3,In,Down reg
1.85761402702547e-49,-1.37645588004837,0.014,0.059,7.09162730957243e-45,SPATA2L,In,Down reg
3.04392947847679e-49,-0.617721803263778,0.081,0.16,1.1620505177033e-44,RNF152,In,Down reg
1.95424777083224e-47,-0.878892640670052,0.036,0.093,7.46053628992915e-43,TCEAL8,In,Down reg
3.13125973480347e-46,-1.81091338024465,0.012,0.054,1.19538971635857e-41,NR4A1,In,Down reg
1.10656874810696e-45,-1.93619408650653,0.008,0.044,4.22443685277311e-41,NR4A3,In,Down reg
5.17123797615393e-45,-1.21404951062964,0.017,0.061,1.97417180977652e-40,ISG15,In,Down reg
2.32204424739163e-43,-0.659291188342563,0.047,0.107,8.86463611884228e-39,DNAJB9,In,Down reg
7.48655543187981e-43,-1.2067900497061,0.087,0.158,2.85806740167444e-38,VIP,In,Down reg
8.01035311506823e-43,-0.82818683786564,0.211,0.305,3.05803240520845e-38,CXCL14,In,Down reg
2.12556619002431e-42,-0.773635309149748,0.067,0.134,8.11456148703682e-38,ID2,In,Down reg
4.5357633584278e-41,-0.704308971021727,0.045,0.103,1.73157301971339e-36,AC124016.2,In,Down reg
1.44451660161985e-40,-0.74040202708729,0.061,0.124,5.51458657834392e-36,MAGEE1,In,Down reg
4.16691645985333e-40,-1.00650864582765,0.025,0.071,1.59076202771361e-35,ZNF215,In,Down reg
4.57060510130496e-39,-0.650544887842214,0.051,0.109,1.74487420347418e-34,SPRY2,In,Down reg
2.81487704854552e-38,-1.35729652903571,0.023,0.066,1.07460746205274e-33,TRPC7,In,Down reg
4.49941176398029e-38,-1.22432525949409,0.02,0.06,1.71769543501711e-33,HLA-DMA,In,Down reg
1.7261982903421e-37,-0.722303794893135,0.04,0.091,6.58993459320998e-33,LINC02196,In,Down reg
3.02486245296285e-37,-0.663003909412314,0.07,0.132,1.1547714900431e-32,RASGRF2-AS1,In,Down reg
7.79561692039151e-37,-1.02014480255517,0.023,0.065,2.97605471552866e-32,CD24,In,Down reg
4.49064544586073e-35,-0.859295682939817,0.034,0.08,1.71434880541179e-30,PPEF1,In,Down reg
3.30902775216422e-34,-0.821182547946394,0.021,0.06,1.26325443466621e-29,TRIB2,In,Down reg
6.39821215010053e-34,-0.675614776419081,0.049,0.101,2.44258147042238e-29,EIF5A2,In,Down reg
4.33978570278791e-32,-0.810609239635772,0.03,0.071,1.65675658989631e-27,PROM1,In,Down reg
7.64978484766004e-32,-0.860447557005167,0.039,0.084,2.9203818634427e-27,ADGRG6,In,Down reg
1.7637430254141e-31,-0.617316647935374,0.252,0.341,6.73326537382087e-27,RELN,In,Down reg
4.2356104554225e-31,-1.03832500241437,0.021,0.057,1.6169866474621e-26,TRAPPC1,In,Down reg
5.70119639522414e-31,-0.853117492919364,0.03,0.071,2.17648873584077e-26,LINC01482,In,Down reg
1.53446385489724e-30,-0.997352988513836,0.018,0.052,5.85796921245571e-26,AL132996.1,In,Down reg
1.77755713933568e-30,-0.745981133606233,0.028,0.067,6.7860021351279e-26,LINC02133,In,Down reg
2.00820278448933e-30,-0.736272499536553,0.082,0.141,7.66651495006647e-26,COL5A2,In,Down reg
4.79945141417626e-30,-0.945004070312061,0.011,0.04,1.83223857187593e-25,HLA-C,In,Down reg
2.85941704750052e-28,-0.686528659297259,0.035,0.076,1.0916110520538e-23,FAM89A,In,Down reg
3.94034787443077e-28,-0.732396284481825,0.035,0.075,1.50426720454269e-23,ATP2B1-AS1,In,Down reg
7.46333899462612e-28,-0.744163658042105,0.047,0.092,2.84920429458847e-23,LINC02144,In,Down reg
3.68621227264641e-27,-0.768580770073739,0.02,0.053,1.40724839720549e-22,TUNAR,In,Down reg
7.08066186077864e-27,-2.3597865151297,0.001,0.019,2.70311347197086e-22,LINC02470,In,Down reg
9.80314224530413e-26,-3.14850833032017,0.001,0.018,3.7424475835673e-21,FOSB,In,Down reg
4.2301050331927e-24,-0.703692947271118,0.07,0.118,1.61488489747165e-19,ADAMTS20,In,Down reg
1.4501045291773e-23,-0.657794868620904,0.044,0.084,5.53591905058727e-19,TSHR,In,Down reg
2.66378670359072e-22,-0.706855578334318,0.024,0.054,1.01692721196279e-17,MTHFD2,In,Down reg
4.07440442926968e-22,-0.896484443458899,0.018,0.046,1.55544463491799e-17,PCSK1,In,Down reg
5.14499064971624e-22,-0.972182584447766,0.031,0.063,1.96415163043567e-17,OSTN,In,Down reg
1.10685732764013e-21,-1.00013436108745,0.066,0.109,4.22553853399895e-17,PVALB,In,Down reg
4.34522582338944e-19,-0.612898691648618,0.016,0.04,1.65883341033715e-14,AC005064.1,In,Down reg
5.00032325903272e-14,-0.691024475935756,0.016,0.034,1.90892340736833e-09,BAIAP2-DT,In,Down reg
2.0567522220847e-11,-0.705681183758764,0.018,0.035,7.85185728303053e-07,GDNF-AS1,In,Down reg
1.49726529413414e-10,-0.636460906222628,0.014,0.028,5.71595998688649e-06,GSG1L2,In,Down reg
1.64622979752333e-10,-1.34735117067447,0.008,0.02,6.28464687502507e-06,HOMER3,In,Down reg
1.54543292014881e-09,-0.94908921754856,0.007,0.017,5.89984471596008e-05,AL590302.2,In,Down reg
0,-2.44730478943513,0.16,0.463,0,SPRY4-AS1,Ex,Down reg
0,-0.860334738536617,0.819,0.903,0,PDE10A,Ex,Down reg
6.75247156873416e-279,-1.03870383198259,0.232,0.415,2.57782354607995e-274,ETV5,Ex,Down reg
9.6650465815242e-246,-0.63285671098872,0.53,0.689,3.68972818296268e-241,CHKA,Ex,Down reg
1.37991884240123e-245,-0.638515370882302,0.597,0.735,5.26797817275093e-241,SPRED1,Ex,Down reg
1.36201442940353e-178,-1.88658223025042,0.043,0.134,5.19962628569091e-174,DUSP6,Ex,Down reg
2.11963433765807e-177,-0.777893854570117,0.392,0.547,8.09191604744345e-173,RGS4,Ex,Down reg
7.08893429926513e-177,-1.84927429602384,0.047,0.139,2.70627155808746e-172,VGF,Ex,Down reg
1.56343966383941e-168,-1.88339816860479,0.051,0.143,5.96858726067335e-164,EGR1,Ex,Down reg
1.77319698429932e-168,-0.816977099159668,0.212,0.353,6.76935680726107e-164,UST,Ex,Down reg
4.55566430862414e-145,-2.0973888521582,0.018,0.08,1.73917040646035e-140,LINC01844,Ex,Down reg
1.13391672138544e-136,-1.24664921212827,0.055,0.138,4.32884047556104e-132,NPTX2,Ex,Down reg
2.85912864933946e-128,-0.730661683248476,0.369,0.499,1.09150095317183e-123,BEX3,Ex,Down reg
2.4305163335361e-126,-1.06726799950921,0.132,0.235,9.27873915490741e-122,ETV1,Ex,Down reg
2.06718355021363e-123,-0.823613783949038,0.129,0.233,7.89167992129556e-119,PER2,Ex,Down reg
1.36178037751042e-120,-1.61177299784297,0.034,0.1,5.19873276918378e-116,MIDN,Ex,Down reg
1.98443268060128e-117,-1.77668319929826,0.025,0.084,7.57577020146345e-113,SPRY4,Ex,Down reg
7.74667185436253e-114,-1.5716324500098,0.034,0.097,2.95736944712144e-109,AC097480.1,Ex,Down reg
1.42564019288876e-109,-0.771776063564892,0.17,0.273,5.44252400037211e-105,NECTIN3-AS1,Ex,Down reg
2.3304266344726e-109,-0.817949977284087,0.234,0.346,8.8966367197626e-105,TPI1,Ex,Down reg
1.95245213831413e-107,-0.705829510646769,0.277,0.397,7.45368128322802e-103,RPL35,Ex,Down reg
6.8508566931345e-104,-0.985737920285945,0.116,0.204,2.61538305117103e-99,BEX5,Ex,Down reg
4.57746458632419e-101,-0.747182935055162,0.237,0.348,1.74749288047512e-96,ATP5F1E,Ex,Down reg
1.89474848877262e-98,-1.49033592023166,0.026,0.08,7.23339183073835e-94,HLA-DMA,Ex,Down reg
3.19724694077223e-94,-0.733600500234358,0.163,0.259,1.22058099210921e-89,TMEM160,Ex,Down reg
6.53212358447063e-94,-0.743249496541203,0.436,0.54,2.49370349960751e-89,CCK,Ex,Down reg
1.79291152967566e-93,-0.641565923019208,0.312,0.428,6.84461905568981e-89,COX4I1,Ex,Down reg
3.16184514676979e-92,-0.982939860329814,0.071,0.143,1.20706600323084e-87,TRIB2,Ex,Down reg
2.14992585095099e-83,-0.838879844186772,0.058,0.121,8.2075569285905e-79,NOX5,Ex,Down reg
5.90565466902682e-83,-1.32084077761208,0.036,0.088,2.25454272644768e-78,VEGFA,Ex,Down reg
8.12181697274358e-83,-0.645243810014371,0.245,0.346,3.10058484751459e-78,RPL36,Ex,Down reg
1.51627255314538e-82,-1.1295436727499,0.072,0.138,5.78852209888782e-78,AURKAIP1,Ex,Down reg
3.17641445081499e-81,-0.668580208812726,0.25,0.346,1.21262798074313e-76,PCSK1,Ex,Down reg
2.07025184021854e-80,-0.638442385529189,0.247,0.345,7.90339342521831e-76,MZT2B,Ex,Down reg
7.31731810004111e-80,-1.61752616316473,0.01,0.045,2.79345935787169e-75,AC243829.2,Ex,Down reg
1.45875708315805e-75,-0.638084073180648,0.189,0.279,5.56895104066417e-71,TOMM7,Ex,Down reg
3.47893972401466e-75,-0.629939730199129,0.203,0.293,1.32812002903984e-70,CYCS,Ex,Down reg
3.60726404115478e-74,-1.07308436498601,0.049,0.104,1.37710912035125e-69,AL162231.1,Ex,Down reg
1.10691512006645e-70,-0.643800320909719,0.098,0.167,4.22575916236569e-66,AL022068.1,Ex,Down reg
4.19633291333072e-69,-0.853168333940306,0.118,0.189,1.60199205299314e-64,PRDX5,Ex,Down reg
4.51912631197949e-66,-0.616500480035648,0.111,0.18,1.72522166086129e-61,NEUROD6,Ex,Down reg
7.77561905078557e-66,-0.751714997983872,0.233,0.317,2.9684203288279e-61,AC093607.1,Ex,Down reg
5.76673235451278e-63,-0.690680787963609,0.211,0.294,2.2015077436588e-58,COX5B,Ex,Down reg
7.1495093513235e-63,-0.677421265308379,0.119,0.188,2.72939668996126e-58,EEF1B2,Ex,Down reg
1.47291202783446e-62,-0.740369642676996,0.111,0.176,5.62298895746084e-58,TSIX,Ex,Down reg
1.48296849769051e-62,-0.82208478320507,0.108,0.173,5.66138053678329e-58,UQCRQ,Ex,Down reg
1.49039976015361e-61,-1.44836884889405,0.021,0.058,5.68975012436243e-57,LINC02364,Ex,Down reg
1.05757997065995e-60,-0.656803385425095,0.18,0.256,4.03741729599141e-56,NAP1L5,Ex,Down reg
3.34788619531935e-59,-0.795055589386396,0.116,0.181,1.27808903392512e-54,NDUFB10,Ex,Down reg
1.2334313374029e-58,-1.57485887107542,0.021,0.055,4.7087474736693e-54,ARL4D,Ex,Down reg
1.67362157505786e-58,-0.818084992261754,0.099,0.161,6.3892177249409e-54,DRAP1,Ex,Down reg
7.40406170824573e-58,-0.990515370318934,0.037,0.079,2.82657459773989e-53,SPRED3,Ex,Down reg
7.73511389763105e-56,-0.778404137989926,0.113,0.175,2.95295708155963e-51,NDUFB7,Ex,Down reg
2.95169740421204e-55,-0.609986824106896,0.187,0.261,1.12684000103199e-50,SCG2,Ex,Down reg
8.24710023999356e-55,-3.24201469983093,0.002,0.02,3.14841298761994e-50,CRH,Ex,Down reg
5.3283233346835e-53,-0.645366804360016,0.109,0.169,2.03414071624877e-48,EGR3,Ex,Down reg
9.95821873970159e-53,-2.23584399556818,0.009,0.033,3.80164958606848e-48,DUSP4,Ex,Down reg
1.13269152961066e-48,-1.21010701548801,0.029,0.064,4.32416318344166e-44,KLF10,Ex,Down reg
3.19613238293562e-47,-0.908762583958571,0.083,0.132,1.2201554985095e-42,GADD45GIP1,Ex,Down reg
2.05345534874484e-46,-0.62437481863301,0.137,0.198,7.83927113936831e-42,NEDD9,Ex,Down reg
5.84881355755323e-45,-0.940814372638632,0.029,0.063,2.23284306373152e-40,SOX4,Ex,Down reg
1.24376049395908e-43,-0.685923228807106,0.074,0.121,4.74818006173817e-39,CD53,Ex,Down reg
1.94162036684238e-40,-1.61277395605271,0.013,0.036,7.41232991245746e-36,LBH,Ex,Down reg
1.82910344347572e-39,-0.659301596254653,0.05,0.088,6.98278530581289e-35,AC008780.2,Ex,Down reg
1.19146031212886e-38,-0.731771282432392,0.047,0.083,4.54851888758313e-34,AC024257.3,Ex,Down reg
1.54270234926629e-38,-0.63218600126056,0.093,0.141,5.88942048855898e-34,PSMC3,Ex,Down reg
1.31071937490038e-37,-0.743561524212218,0.038,0.071,5.0038022856197e-33,WDR97,Ex,Down reg
4.45249430672769e-36,-0.693268403530071,0.092,0.137,1.69978422653636e-31,PCDH8,Ex,Down reg
4.06467427095603e-33,-0.779639924371455,0.091,0.134,1.55173004968017e-28,NDUFB11,Ex,Down reg
1.93054802295367e-31,-0.852081448740266,0.034,0.062,7.37006013242791e-27,CCDC184,Ex,Down reg
3.48984402217565e-31,-0.655828473035728,0.073,0.111,1.33228285390578e-26,MRPL51,Ex,Down reg
1.09513441806853e-30,-0.811764275227342,0.023,0.047,4.18078515441842e-26,WFDC2,Ex,Down reg
5.35558564375911e-30,-0.646139842189243,0.04,0.07,2.04454837536148e-25,AC079340.1,Ex,Down reg
7.21153676889332e-30,-1.57949819792533,0.012,0.031,2.75307627689271e-25,LINC02470,Ex,Down reg
1.7886936945486e-28,-0.675586269745222,0.054,0.086,6.82851704830874e-24,PTGS2,Ex,Down reg
5.63533209733446e-28,-0.743984330245659,0.069,0.103,2.1513443814784e-23,ETFB,Ex,Down reg
2.12071471240217e-25,-0.902712165240324,0.03,0.054,8.09604048606654e-21,AL390778.1,Ex,Down reg
1.64248330498438e-23,-1.44306766946627,0.005,0.017,6.27034426510837e-19,LDHC,Ex,Down reg
1.90074952731497e-23,-0.768803441689067,0.027,0.049,7.25630139547764e-19,ZNF710-AS1,Ex,Down reg
2.29653607602483e-23,-0.790403022194792,0.037,0.061,8.76725612383239e-19,MRPL54,Ex,Down reg
5.85250628949986e-23,-0.971152330691466,0.016,0.033,2.23425280107947e-18,LINC01501,Ex,Down reg
6.22645661776936e-23,-2.04496387302054,0.003,0.013,2.37701207839963e-18,TRIB1,Ex,Down reg
1.13576434685987e-22,-0.719570667047994,0.047,0.074,4.33589397057223e-18,TRAPPC1,Ex,Down reg
3.72103824475367e-19,-0.800688208520865,0.019,0.035,1.42054356031716e-14,ID4,Ex,Down reg
3.85189098284882e-17,-1.40076505311711,0.007,0.017,1.47049790161236e-12,EGR2,Ex,Down reg
1.09555341966572e-15,-0.603545585757503,0.01,0.021,4.18238473491587e-11,AL160396.1,Ex,Down reg
1.18101871451351e-12,-1.47566205469518,0.003,0.01,4.50865704452677e-08,BFSP2-AS1,Ex,Down reg
2.21041693737795e-12,-0.740158271512583,0.015,0.026,8.43848770013405e-08,HLA-C,Ex,Down reg
1.23581508534505e-11,-0.97578243150019,0.014,0.025,4.71784766981327e-07,GAD2,Ex,Down reg
1.98887716736408e-10,-0.637474373818922,0.02,0.032,7.59273747412912e-06,TYRP1,Ex,Down reg
2.64784202912096e-10,-0.655774474362169,0.022,0.034,1.01084017303722e-05,ADAMTS9-AS1,Ex,Down reg
5.04409961478853e-09,-0.850696133319421,0.01,0.018,0.000192563546894167,AC090617.5,Ex,Down reg
7.49389484903333e-139,-1.24044734595984,0.582,0.773,2.86086929756696e-134,ZNF98,Ast,Down reg
6.73098879012433e-97,-1.04196720912951,0.601,0.735,2.56962228051786e-92,GRM3,Ast,Down reg
2.64472218567887e-85,-1.1737229422384,0.389,0.595,1.00964914160477e-80,RERG,Ast,Down reg
7.75466838407104e-84,-0.930201744647921,0.563,0.744,2.96042220230296e-79,AC002429.2,Ast,Down reg
1.07937029677581e-42,-1.50099308714139,0.196,0.335,4.12060404497132e-38,VEGFA,Ast,Down reg
4.00234594269892e-26,-0.886145614695488,0.27,0.379,1.52793558708474e-21,WIF1,Ast,Down reg
1.57870180268426e-24,-1.59451662468464,0.109,0.2,6.02685200192745e-20,ADAMTS9,Ast,Down reg
1.68332170381055e-17,-0.607980377123137,0.498,0.565,6.42624893646715e-13,DAAM2,Ast,Down reg
1.45612383729846e-14,-0.710021581801706,0.235,0.313,5.5588983612706e-10,CALN1,Ast,Down reg
2.7082822935867e-12,-3.3741785222249,0.018,0.053,1.03391384839966e-07,NR4A3,Ast,Down reg
2.48067925779484e-09,-0.891981663505238,0.093,0.14,9.47024113455758e-05,AADAT,Ast,Down reg
1.00614446581577e-08,-0.710361895598075,0.141,0.19,0.00038410571126983,ATP1B1,Ast,Down reg
2.14317101827613e-87,-1.51369953660095,0.415,0.657,8.18176967937096e-83,GPR158,Opc,Down reg
2.36977234310356e-54,-0.72151191971501,0.703,0.822,9.04684289703216e-50,PREX2,Opc,Down reg
1.28780956265863e-45,-0.956395466154561,0.398,0.578,4.9163417864056e-41,RALYL,Opc,Down reg
3.01887160274093e-36,-0.756076569873522,0.429,0.6,1.15248442306238e-31,CDH18,Opc,Down reg
1.31734415465501e-26,-5.22957748044513,0.006,0.081,5.02909304481097e-22,EGR1,Opc,Down reg
4.79556587235607e-22,-1.8338463571771,0.069,0.168,1.83075522743065e-17,GINS3,Opc,Down reg
1.06938507528469e-18,-1.51215269362302,0.088,0.183,4.08248446340684e-14,KCNJ3,Opc,Down reg
1.32473946137428e-07,-1.21796347129691,0.057,0.101,0.00505732536774246,ZNF676,Opc,Down reg
4.73134970564129e-07,-2.73830383532205,0.043,0.081,0.0180624006362562,HSPA1A,Opc,Down reg
8.18763593267271e-93,-2.14899314058714,0.213,0.554,3.12571189365713e-88,AC008691.1,Mic,Down reg
1.2874199927199e-51,-2.94352186142503,0.084,0.292,4.91485456420749e-47,AC008050.1,Mic,Down reg
8.02666080247978e-36,-2.76281994137167,0.052,0.202,3.06425802795468e-31,CD83,Mic,Down reg
8.44584942450526e-23,-4.7986399738135,0.009,0.086,3.22428747629913e-18,NR4A3,Mic,Down reg
4.29843072195415e-16,-1.38019760798496,0.176,0.287,1.64096891241321e-11,MRC1,Mic,Down reg
5.32119991143498e-12,-2.41977633745128,0.016,0.066,2.03142127818942e-07,LDLR,Mic,Down reg
8.82776439493836e-12,-0.855101128120222,0.314,0.4,3.37008733541167e-07,SPARCL1,Mic,Down reg
1.47179348896242e-10,-0.723107713924599,0.548,0.599,5.61871882346293e-06,KHDRBS3,Mic,Down reg
2.58887670931689e-10,-1.59142193370583,0.07,0.139,9.88329572548817e-06,ESRRG,Mic,Down reg
3.36866308233498e-09,-1.68353720802025,0.052,0.109,0.00012860208183122,TSPAN7,Mic,Down reg
1.66779962981661e-08,-1.12831201952272,0.165,0.235,0.000636699186678788,SNAP25,Mic,Down reg
2.37492072677048e-07,-0.791049920183697,0.33,0.383,0.009066497366519,SYT1,Mic,Down reg
6.17332296124906e-07,-0.854827507614665,0.326,0.379,0.0235672777368644,MAP1B,Mic,Down reg
6.72574684887819e-07,-0.83146139752188,0.157,0.221,0.0256762111702774,GPM6A,Mic,Down reg
